11781	Push	1
2551	None	0
1707	None	0
9331	Clap/Push	3
9286	Clap	2
16273	Clap	2
2701	None	0
19255	Clap	2
764	Clap	2
7242	None	0
10312	Clap	2
15159	Clap	2
14038	Clap	2
12812	None	0
1678	Clap	2
5439	Clap/Push	3
6802	Clap	2
9733	Clap	2
9146	Clap	2
15638	Clap/Push	3
16513	Clap/Push	3
11841	None	0
14966	Clap/Push	3
2605	Clap	2
8263	Clap	2
10744	None	0
14470	None	0
8447	None	0
5394	Clap	2
1093	Clap	2
6645	Clap	2
3633	Clap/Push	3
17656	Clap	2
2517	None	0
18145	None	0
3691	Clap	2
4738	Clap	2
18682	Clap	2
17415	None	0
3726	Clap	2
8724	None	0
1810	None	0
6795	Clap	2
10840	None	0
13011	Clap	2
16975	Clap/Push	3
7497	Clap/Push	3
16909	Clap	2
9237	Clap	2
11499	Clap	2
14068	Clap	2
10325	Clap/Push	3
7294	Clap/Push	3
12724	None	0
6546	Clap	2
10939	Clap	2
386	Clap	2
6064	Clap	2
18077	None	0
2047	None	0
2809	Clap	2
9667	Clap/Push	3
14668	Clap	2
8973	Clap	2
5333	Clap	2
8591	Clap	2
10612	Clap/Push	3
3747	Clap	2
12599	Clap	2
18954	Clap	2
17092	Clap	2
7710	None	0
16086	Clap/Push	3
14136	Clap	2
10716	Clap	2
9230	Clap	2
12684	Clap/Push	3
12295	Clap	2
19440	Clap	2
19641	Clap	2
592	Clap	2
19819	Clap	2
2913	Clap	2
15941	Clap	2
6224	Clap	2
8267	Clap/Push	3
15293	Clap	2
19671	Clap	2
1875	None	0
6243	Clap	2
1481	None	0
17827	None	0
9063	Clap	2
825	None	0
6433	Clap/Push	3
13386	Clap	2
8204	Push	1
1041	None	0
15315	Clap	2
11487	Push	1
18819	Clap	2
3208	Clap	2
15984	Clap	2
8897	Clap/Push	3
258	None	0
11169	Clap	2
7394	Clap	2
4794	Clap	2
10089	Clap	2
5099	Clap	2
13985	Clap	2
5129	Clap	2
10809	Clap	2
1716	Clap	2
7769	Clap	2
1402	None	0
8040	None	0
18114	None	0
19519	Clap	2
870	None	0
17964	Clap	2
19675	Clap	2
12327	Clap/Push	3
7812	Push	1
7309	Clap	2
12666	Clap	2
9014	Clap	2
3000	Clap	2
1333	Clap	2
10801	Push	1
5682	Clap	2
14721	Push	1
8792	Clap/Push	3
19247	Clap	2
12257	Push	1
4249	Clap/Push	3
13630	Clap	2
13896	Clap	2
974	Clap	2
12163	Clap	2
1497	Clap	2
9715	Clap	2
5794	Clap	2
7361	Clap	2
3308	Clap	2
18177	None	0
8150	None	0
8567	Clap	2
1922	Clap	2
13653	Clap	2
11257	None	0
9820	Clap	2
418	None	0
12583	Clap	2
10620	Clap	2
19919	Clap	2
3081	Clap	2
4447	None	0
7968	Clap	2
7870	None	0
14364	Clap/Push	3
10350	Clap	2
2411	None	0
17075	None	0
6412	Clap/Push	3
1799	Clap/Push	3
2129	Clap	2
3935	Clap	2
10387	Clap	2
17316	Clap	2
5019	Clap/Push	3
15980	Clap	2
6419	Clap/Push	3
8292	Clap	2
11458	None	0
10206	Clap/Push	3
3414	Clap	2
15783	Clap	2
7369	Clap	2
13990	Clap	2
1120	Push	1
7093	Clap	2
9656	Clap	2
9609	Clap	2
1177	None	0
17129	Clap/Push	3
912	Clap	2
1229	Clap	2
15776	Clap	2
10711	None	0
18928	Clap/Push	3
8491	Clap/Push	3
5352	Clap	2
12892	Clap	2
10625	Clap	2
11466	Clap/Push	3
6117	Clap	2
13790	Clap/Push	3
19889	Clap	2
2493	Clap	2
67	Clap	2
8120	Push	1
3673	Clap	2
4652	Clap	2
3971	Clap	2
11108	None	0
9556	Clap	2
19464	Clap	2
12095	Clap	2
4029	Clap	2
7534	Clap	2
10965	Clap	2
3557	Clap	2
1273	Clap	2
5096	Clap/Push	3
11741	None	0
3680	Clap	2
15819	Clap	2
7287	Push	1
14862	Clap	2
18608	Clap	2
6670	Clap	2
16474	Clap	2
4450	None	0
7196	Clap/Push	3
14176	Clap	2
12415	None	0
7852	None	0
10805	None	0
7874	None	0
19302	Clap	2
957	Clap	2
7025	None	0
7982	Clap	2
9677	Clap	2
2723	Clap/Push	3
8073	Clap	2
5949	Clap	2
7134	Clap	2
3017	Clap/Push	3
2880	None	0
5715	None	0
16878	Clap	2
10436	Clap	2
8561	Clap/Push	3
18274	None	0
4407	None	0
12096	Clap/Push	3
14384	Clap	2
10385	Clap	2
11341	Clap	2
4630	Clap	2
10103	Clap	2
3949	Clap	2
17844	None	0
17764	Clap	2
4947	Clap	2
1842	None	0
17868	Clap	2
8613	Clap	2
6060	Clap	2
16418	Clap	2
1346	Clap	2
508	None	0
7484	None	0
5363	Clap	2
18254	None	0
11491	Clap	2
17476	Clap	2
15480	None	0
2977	Clap	2
4980	Clap	2
2961	Clap/Push	3
10165	Clap	2
18867	Clap	2
11959	Clap	2
10373	Clap	2
1699	Clap	2
14652	Clap	2
10771	None	0
16335	Clap	2
8023	Clap	2
7856	Clap	2
18886	Clap/Push	3
446	Clap	2
10713	Clap	2
14012	None	0
11376	Clap	2
13252	Clap	2
12486	Clap	2
4308	Clap	2
7809	Clap	2
10270	None	0
14224	Push	1
11090	Clap	2
434	Clap/Push	3
17384	Clap	2
19091	Clap	2
7474	None	0
10787	Push	1
15256	Clap	2
6498	Clap	2
3514	Clap/Push	3
411	None	0
9510	Clap	2
16682	Clap	2
8341	Clap	2
3402	Clap/Push	3
12526	Clap	2
10848	None	0
13168	Clap	2
17985	Clap	2
3411	Clap	2
2044	Push	1
1636	Clap	2
18643	Clap	2
11732	Clap/Push	3
18925	Clap	2
7472	None	0
14327	Clap	2
6379	Clap	2
18539	Clap	2
8890	Clap/Push	3
7050	None	0
8978	Clap	2
4156	Clap	2
4780	None	0
6320	Clap	2
10444	Push	1
273	Clap/Push	3
6215	Clap	2
10661	Clap/Push	3
17750	None	0
4611	Clap	2
6354	Clap	2
16664	Clap	2
6815	Clap	2
9902	Clap	2
676	Clap	2
12437	Clap	2
19058	Clap	2
18237	Clap	2
5779	Clap	2
4520	None	0
9754	Clap	2
18585	Push	1
14896	Clap/Push	3
10882	None	0
14747	None	0
11764	Clap	2
12181	None	0
6750	Clap	2
9018	Clap	2
8793	Clap	2
15982	Clap	2
13722	Clap	2
14521	None	0
17952	Clap	2
3936	Clap	2
14381	Clap	2
14563	Clap	2
16532	Clap	2
9602	Clap	2
2752	None	0
12091	Clap	2
17598	Clap/Push	3
4457	None	0
16904	Clap	2
2004	None	0
11388	Clap	2
18148	None	0
2764	Clap	2
10803	Clap	2
18560	Clap	2
6346	Clap	2
10464	Clap	2
3873	Clap	2
9326	Clap	2
5945	Clap	2
8084	None	0
18086	Clap	2
13875	Clap	2
9616	Clap	2
19506	Clap	2
4691	Clap	2
6531	Clap/Push	3
12663	Clap/Push	3
14007	Push	1
17771	None	0
341	Clap	2
15643	Clap	2
7493	Clap	2
2600	Clap	2
17538	Clap	2
18488	None	0
6727	Clap/Push	3
17796	Clap	2
3940	Clap	2
18884	None	0
17214	None	0
3989	Clap	2
4159	Clap	2
17076	Clap	2
12331	Clap	2
17675	Clap/Push	3
18419	Clap	2
2618	Clap/Push	3
16605	Clap	2
19969	Clap	2
18482	None	0
4823	Clap/Push	3
1792	Clap/Push	3
4784	None	0
18652	Clap	2
7847	Push	1
19011	Clap	2
18017	None	0
18899	Clap	2
15960	Clap/Push	3
12693	Clap	2
2127	None	0
5602	Clap	2
11996	Clap	2
9174	Clap	2
6487	Clap	2
12507	None	0
2429	Clap/Push	3
8926	Clap	2
2912	Clap/Push	3
15525	None	0
5562	Clap	2
4790	Clap	2
14303	Clap	2
14116	Clap	2
979	Clap	2
15381	Clap	2
1803	Clap	2
10136	Clap/Push	3
11896	Clap	2
19962	Clap	2
19907	Clap	2
13218	Clap	2
3111	Clap	2
4964	Clap	2
13197	Clap	2
11483	Clap	2
18088	Push	1
18392	Clap	2
7408	None	0
3695	Clap	2
5179	Clap	2
996	Clap	2
9210	Clap	2
2475	None	0
13106	Clap	2
3226	Clap	2
13351	Clap	2
1452	None	0
18172	Push	1
1669	Clap	2
1981	Clap/Push	3
7121	None	0
2824	None	0
11300	Clap	2
7154	Push	1
1255	None	0
13141	Clap	2
9586	Clap	2
16718	Clap	2
3317	Clap	2
2353	Clap	2
2484	None	0
12976	Clap	2
18366	Clap	2
1086	Clap	2
5226	Clap	2
8692	Clap	2
4147	None	0
17906	Clap/Push	3
14128	None	0
11318	Clap	2
19764	Clap	2
7466	Clap	2
4532	Clap	2
9043	Clap	2
667	Clap	2
580	None	0
6758	Clap	2
17540	None	0
9129	Clap	2
9442	Clap	2
13368	Clap	2
16129	Clap	2
12211	None	0
582	None	0
2722	None	0
9047	Clap	2
17793	Clap	2
11137	Clap/Push	3
172	None	0
5008	None	0
4914	Clap/Push	3
4994	Clap	2
8434	Clap	2
3456	Clap	2
11550	Push	1
12939	Clap	2
12660	Clap	2
3353	Clap/Push	3
17962	Clap/Push	3
99	Clap	2
1683	Clap	2
6488	Clap	2
17999	Clap	2
11622	Clap	2
8483	Clap	2
15201	None	0
13328	Clap/Push	3
8445	None	0
18220	None	0
1603	Clap/Push	3
17287	None	0
2958	Clap	2
2275	Push	1
18725	Push	1
5242	None	0
19880	Clap/Push	3
4785	None	0
6420	Clap	2
2165	Clap	2
11452	Push	1
17569	Clap	2
1326	Clap	2
4212	None	0
1938	Clap	2
2875	None	0
16978	Clap	2
11725	Push	1
3871	Clap/Push	3
19972	Clap	2
16183	Clap	2
14027	None	0
15555	None	0
8186	Clap	2
3427	Clap	2
19775	Clap/Push	3
5249	Clap	2
674	Clap	2
7202	None	0
4929	Clap	2
13077	Clap	2
12081	None	0
7324	Clap	2
2660	Clap/Push	3
9349	Clap	2
17859	Clap	2
4301	Clap	2
6332	Clap	2
8853	Clap	2
10189	Clap	2
19657	Clap	2
19268	Clap	2
7621	Clap	2
18844	Push	1
6913	Clap	2
6493	Clap	2
1562	Clap	2
6918	Clap	2
1983	Clap	2
3818	Clap	2
10265	Clap	2
16733	Clap	2
6333	Clap	2
10299	Clap	2
11851	Push	1
19494	Clap	2
10478	None	0
19248	Clap	2
10498	Clap	2
3578	Clap	2
8469	Clap	2
16095	Clap	2
10262	Clap/Push	3
3672	Clap	2
11937	Clap	2
15258	None	0
7962	Clap	2
19893	Clap	2
5758	None	0
644	Clap/Push	3
13712	Clap	2
10250	None	0
1243	Clap	2
4707	None	0
16914	Clap	2
1957	Clap	2
6532	Clap	2
10030	Clap	2
11782	None	0
16748	Clap	2
19098	Clap	2
13947	Clap	2
4416	Clap	2
11118	None	0
2126	Clap	2
2754	None	0
3062	Clap	2
16865	Clap	2
6557	Clap	2
3247	Clap	2
4535	Clap	2
11533	Clap	2
16494	Clap	2
15228	None	0
349	Clap	2
8821	None	0
5192	Clap	2
10453	Clap	2
15517	None	0
5337	Clap	2
16233	Clap/Push	3
11051	None	0
17013	Clap	2
17100	None	0
7868	Clap/Push	3
10922	Clap	2
11195	Clap	2
2379	Clap	2
16715	Clap	2
15572	None	0
15288	Push	1
13992	Clap	2
8669	Clap	2
15274	Push	1
18224	None	0
7718	None	0
19500	Clap	2
6511	Clap	2
11575	None	0
15121	None	0
4442	None	0
15929	Clap	2
17735	Clap	2
11205	None	0
8503	Clap	2
11765	Clap	2
17099	Clap	2
7079	Clap	2
6835	Clap	2
15710	None	0
16219	Clap/Push	3
4421	None	0
3238	Clap	2
15245	None	0
14940	Clap	2
4534	Clap	2
4278	None	0
3712	Clap	2
18939	Clap	2
2363	Clap	2
8173	Clap	2
3679	Clap	2
7891	Clap	2
4759	Clap	2
12445	None	0
14624	Clap	2
5229	Clap/Push	3
16260	Clap	2
3323	Clap	2
15646	Clap	2
3807	Clap	2
15703	Clap	2
2098	Clap	2
14581	Push	1
3088	Clap	2
10218	None	0
14621	Clap	2
11435	Clap	2
14609	Clap/Push	3
4496	Clap	2
16009	Clap/Push	3
13421	Clap	2
13315	Clap	2
11428	None	0
4069	Clap	2
19790	Clap	2
5103	Clap/Push	3
4014	None	0
15479	Clap	2
217	Push	1
18351	Clap	2
2392	Clap	2
19270	Clap	2
8543	Clap	2
2204	None	0
9770	Clap	2
16214	Clap	2
15609	Clap	2
8584	None	0
8235	Clap	2
1085	Push	1
11612	Clap	2
6323	Clap	2
13320	Clap	2
8383	Clap	2
3670	Clap	2
13913	Clap	2
3615	Clap	2
15821	None	0
51	None	0
8857	None	0
264	Clap	2
1570	None	0
13034	Clap/Push	3
14307	Clap	2
12783	Clap	2
14449	Clap	2
17191	Clap	2
19288	Clap	2
3914	Clap	2
7090	Clap	2
4772	None	0
11789	Clap	2
19696	Clap	2
18471	None	0
6855	Clap	2
11489	Clap	2
18348	Clap	2
7207	None	0
2927	Clap	2
240	None	0
13613	Clap	2
13678	Clap/Push	3
9790	Clap	2
16539	Clap	2
2132	Clap	2
15492	Clap	2
1680	Clap/Push	3
5286	Clap	2
9048	Clap	2
7659	Clap	2
6109	Clap	2
12485	None	0
3483	Clap	2
3710	Clap/Push	3
10337	Clap	2
5149	Clap	2
2895	Clap	2
18602	Clap	2
17211	None	0
488	None	0
14973	Clap/Push	3
5992	Clap/Push	3
834	Clap	2
5640	Clap	2
8962	Clap	2
5414	None	0
16268	Clap/Push	3
15350	Clap	2
15498	Clap/Push	3
6755	Clap/Push	3
9803	Clap	2
10765	Clap	2
13899	Clap	2
11591	Clap	2
1276	Clap	2
9397	Clap	2
3843	Clap/Push	3
4013	Clap	2
701	None	0
3254	Clap	2
11696	Clap	2
14577	None	0
10019	Clap	2
19656	Clap/Push	3
16976	Clap	2
1230	Clap	2
6378	Clap	2
2310	Clap/Push	3
18276	Clap	2
13870	Clap	2
18192	Clap	2
4941	Clap	2
11823	Clap/Push	3
17526	Clap	2
14822	None	0
15412	None	0
10080	Push	1
39	Clap	2
5069	Clap	2
3274	Clap	2
2140	None	0
6869	Clap	2
6143	Clap	2
11985	Clap	2
5880	Push	1
10482	None	0
3233	Clap	2
2794	Clap	2
8126	Clap	2
15461	Clap	2
4480	Push	1
6667	Clap	2
3284	Clap	2
1001	Push	1
18490	Clap	2
15471	None	0
13224	Clap	2
10834	Clap	2
8767	Clap	2
3958	Clap	2
5594	Clap	2
17173	Clap	2
9194	Clap	2
17480	None	0
274	None	0
13468	Clap/Push	3
17333	Clap	2
12602	Clap	2
12254	None	0
5157	None	0
15832	Clap	2
18498	Clap	2
18357	Clap	2
16921	Clap	2
6054	Clap	2
17948	Clap/Push	3
9558	Clap	2
19846	Clap	2
15620	Clap	2
8554	Push	1
9778	Clap	2
6939	Clap	2
14273	Clap/Push	3
6338	Clap	2
17416	Clap/Push	3
13975	Clap	2
8677	Clap	2
9968	Clap/Push	3
10775	None	0
3987	Clap	2
14029	Clap	2
613	Clap	2
4817	None	0
19102	Clap	2
3562	Clap	2
19264	Clap/Push	3
15965	Clap	2
17032	Clap	2
16956	Clap	2
3911	Clap	2
13885	Clap	2
2510	None	0
11751	None	0
16905	Clap/Push	3
19029	Clap	2
16073	Clap	2
12206	Clap	2
4373	Clap	2
168	Clap/Push	3
6630	Clap	2
11109	Clap/Push	3
13016	Clap	2
622	Clap	2
5807	None	0
11649	Clap	2
5173	Clap/Push	3
12980	Clap	2
10528	Push	1
11820	None	0
15101	None	0
8696	Clap	2
15542	None	0
18852	None	0
10326	Clap	2
16207	Clap	2
3019	Clap	2
13988	Clap	2
17249	Clap	2
3130	Clap	2
18479	Clap	2
8788	None	0
13374	Clap	2
4644	Clap	2
7688	Clap	2
11897	Clap	2
14595	Clap/Push	3
1948	Clap	2
5347	Clap	2
7998	Clap	2
18180	None	0
18874	None	0
7967	Clap	2
7843	Clap	2
3479	Clap/Push	3
16989	Clap/Push	3
16373	Clap/Push	3
2850	None	0
9059	Clap	2
2362	Clap	2
4355	Clap	2
11864	Clap	2
16104	Clap	2
14351	Clap	2
16530	Clap	2
9337	Clap	2
5675	Clap	2
7908	Clap	2
6047	Clap	2
3743	Clap	2
14342	Clap	2
9771	Clap	2
3512	Clap	2
3934	Clap/Push	3
18827	None	0
12565	Clap/Push	3
17766	Clap/Push	3
16936	Clap	2
17578	None	0
16061	Clap	2
16632	Clap/Push	3
8384	Clap	2
14958	Clap	2
2100	Push	1
11324	Clap	2
10380	Clap	2
15577	None	0
721	Push	1
11386	Clap	2
5930	Clap	2
5615	Clap	2
10424	None	0
8682	Clap	2
9468	Clap	2
11508	Push	1
15994	Clap	2
1200	None	0
16939	Clap	2
325	Clap	2
7150	None	0
18225	None	0
4099	Clap	2
12171	None	0
110	None	0
15308	Clap	2
2176	Clap	2
1761	Clap	2
9290	Clap	2
17818	None	0
7199	Clap	2
9338	Clap/Push	3
17887	None	0
4362	Clap	2
3575	Clap	2
5613	Clap	2
17197	Clap	2
9162	Clap	2
3540	Clap	2
3740	Clap	2
1869	Clap/Push	3
17932	Clap	2
5468	Clap	2
10603	Clap	2
18321	Clap	2
13936	Clap	2
946	Clap	2
12130	Clap	2
17028	None	0
19725	Clap	2
607	Clap	2
4265	Clap	2
3794	Clap/Push	3
5525	None	0
19142	Clap	2
8392	Clap	2
13851	Clap	2
10531	Clap	2
18285	None	0
4612	Clap	2
8931	Clap	2
822	None	0
8541	None	0
6377	Clap/Push	3
1049	Clap	2
11859	Clap	2
4469	Clap	2
16109	Clap	2
13366	Clap	2
3201	Clap	2
12987	Clap	2
12964	Clap/Push	3
15632	Clap	2
15088	None	0
7072	None	0
14585	None	0
12438	Clap	2
15707	None	0
3855	Clap	2
2709	Clap/Push	3
13761	Clap	2
2117	None	0
14030	Clap	2
16498	Clap	2
1505	Push	1
5904	Clap	2
4562	Clap	2
3381	Clap/Push	3
9904	Clap	2
6103	Clap	2
16620	Clap	2
13731	Clap	2
17997	Clap/Push	3
18304	Clap	2
11434	Clap	2
5948	Clap	2
2219	Clap/Push	3
10109	Clap	2
5442	None	0
5998	Clap	2
638	Clap	2
15977	Clap	2
1649	Clap	2
13843	Clap	2
12123	Clap	2
17149	Clap	2
7679	Clap/Push	3
11518	None	0
18638	Clap	2
14745	None	0
7596	Clap	2
7895	Clap	2
369	Clap	2
2842	Push	1
923	Clap	2
15486	Clap	2
10679	Clap	2
17399	Clap	2
8600	Clap	2
5960	Clap	2
9228	Clap	2
12345	Clap	2
17051	None	0
7412	None	0
9333	Clap	2
16050	Clap	2
7373	Clap	2
6182	Clap	2
4201	None	0
4550	Push	1
20	None	0
3116	Clap	2
6138	Clap	2
10864	Clap/Push	3
7713	Clap	2
3279	Clap	2
8226	Clap	2
3330	Clap	2
9175	Clap	2
12442	None	0
7454	None	0
10393	Clap	2
18231	Clap	2
11561	Clap	2
1492	Clap	2
16374	Clap	2
4744	None	0
147	Push	1
857	None	0
4365	Clap	2
5182	None	0
8538	Clap	2
4302	Clap	2
457	None	0
17636	Clap	2
12620	Clap	2
9013	Clap	2
11950	Clap	2
1277	None	0
686	Clap/Push	3
9232	Clap	2
9359	Clap/Push	3
2253	Clap	2
5899	Clap	2
9065	Clap/Push	3
11938	Clap	2
19000	Clap	2
15163	Clap	2
5789	Clap/Push	3
6634	Clap	2
18363	Clap	2
6422	Clap	2
5203	Clap	2
10461	Clap	2
15997	Clap	2
13902	Clap/Push	3
15246	Clap/Push	3
14125	None	0
8335	Clap	2
10472	Push	1
17442	None	0
9524	Clap	2
19250	Clap/Push	3
13070	Clap	2
17542	Push	1
11132	Clap	2
3815	Clap/Push	3
